"ID","Reef","lat","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"14-064","Ingram-Beanley Reef",-14.4,1.7,3.2,5.3,0.1,0,1.1,0.8,1.5,1.8,0.1,0.1,0,0,0.3,0,0,0,7.2,0.8,0,2,11.6,1.7,14.7,5.9,4.7,1.4,2.9,6.6,4.6,5,1.3,3,0.8,4.2,13.9,18.7,3.9,2.8,10.1,11.1,11.2,6.3,12,13.4
"14-065","Bewick Reef",-14.4,1.7,3,5.6,0,0.1,1.2,0.4,1.6,1.7,0.3,0,0,0,0,0,0,0,7.6,1.2,0,2.2,12.5,1.5,14.7,6.2,4.2,1.3,2.1,5.3,3.3,3.9,1,2.8,0.5,3.7,12.1,18.1,3.7,2.7,11.5,10.2,8.4,6.1,11.2,13.5
"14-066","Mid Reef",-14.5,1.7,3.2,5.3,0.1,0,1.1,0.8,1.5,1.8,0.1,0.1,0,0,0.3,0,0,0,7.2,0.8,0,2,11.6,1.7,14.7,5.8,4.7,1.4,2.9,6.7,4.7,5.1,1.3,3,0.8,4.2,13.9,18.7,3.9,2.8,10.1,11.1,11.3,6.4,12,13.3
"14-067","U/N Reef",-14.5,1.7,3,5.6,0,0.1,1.2,0.4,1.6,1.7,0.3,0,0,0,0,0,0,0,7.6,1.2,0,2.2,12.5,1.5,14.7,6.2,4.2,1.3,2.1,5.3,3.3,3.9,1,2.8,0.5,3.7,12.1,18.1,3.7,2.7,11.5,10.2,8.4,6.1,11.2,13.5
"14-068","Watson Reef",-14.5,1.7,3.2,5.3,0.1,0,1.1,0.8,1.5,1.8,0.1,0.1,0,0,0.3,0,0,0,7.2,0.8,0,2,11.6,1.7,14.7,5.8,4.7,1.4,2.9,6.7,4.7,5.1,1.3,3,0.8,4.2,13.9,18.7,3.9,2.8,10.1,11.1,11.3,6.4,12,13.3
"14-069","Wooden Patch",-14.5,1.7,3,5.6,0,0.1,1.2,0.4,1.6,1.7,0.3,0,0,0,0,0,0,0,7.6,1.2,0,2.2,12.5,1.5,14.7,6.2,4.2,1.3,2.1,5.3,3.3,3.9,1,2.8,0.5,3.7,12.1,18.1,3.7,2.7,11.5,10.2,8.4,6.1,11.2,13.5
"14-070","Baron Reef",-14.5,1.7,3,5.6,0,0.1,1.2,0.4,1.6,1.7,0.3,0,0,0,0,0,0,0,7.6,1.2,0,2.2,12.5,1.5,14.7,6.2,4.2,1.3,2.1,5.3,3.3,3.9,1,2.8,0.5,3.7,12.1,18.1,3.7,2.7,11.5,10.2,8.4,6.1,11.2,13.5
"14-071","Weigall Reefs (East)",-14.5,1.7,3,5.6,0,0.1,1.2,0.4,1.6,1.7,0.3,0,0,0,0,0,0,0,7.6,1.2,0,2.2,12.5,1.5,14.7,6.2,4.2,1.3,2.1,5.3,3.3,3.9,1,2.8,0.5,3.7,12.1,18.1,3.7,2.7,11.5,10.2,8.4,6.1,11.2,13.5
"14-072","Megaera Reef",-14.5,1.7,3.2,5.3,0.1,0,1.1,0.8,1.5,1.8,0.1,0.1,0,0,0.3,0,0,0,7.2,0.8,0,2,11.6,1.7,14.7,5.8,4.7,1.4,2.9,6.7,4.7,5.1,1.3,3,0.8,4.2,13.9,18.7,3.9,2.8,10.1,11.1,11.3,6.4,12,13.3
"14-073","U/N Reef",-14.2,1.1,2.4,3.9,0.3,0,0.9,0.6,1.2,1.5,0.3,0.1,0,0,0.3,0,0,0,6.6,1.1,0.3,1.7,11.2,2,12.2,4,3.2,1.4,2.8,6.7,3.6,5.1,1.1,3.2,0.3,3.1,13.5,17.2,3.7,1.3,8.8,10.7,10.8,6.2,11,10.5
"14-074","U/N Reef",-14.3,1.1,2.4,3.9,0.3,0,0.9,0.6,1.2,1.5,0.3,0.1,0,0,0.3,0,0,0,6.6,1.1,0.3,1.7,11.2,2,12.2,4,3.3,1.4,2.9,6.7,3.6,5.1,1.1,3.3,0.3,3.1,13.5,17.2,3.7,1.3,8.8,10.7,10.8,6.2,11,10.6
"14-075","U/N Reef",-14.3,1.1,2.7,3.8,0.8,0,0.6,0.8,1.1,1.8,0.3,0.1,0,0,0.6,0,0,0,5.5,0.5,0.3,1.2,9.3,1.6,12.2,2.8,3.7,1.5,4.1,8.7,5.4,6.2,2.2,4.1,0.6,4.3,15.3,17.5,4.4,1.3,10.7,13,12.9,8,13.2,12.8
"14-076","U/N Reef",-14.3,1.1,2.7,3.8,0.8,0,0.6,0.8,1.1,1.8,0.3,0.1,0,0,0.6,0,0,0,5.5,0.5,0.3,1.2,9.3,1.6,12.2,2.8,3.7,1.5,4.1,8.7,5.4,6.2,2.2,4.1,0.6,4.3,15.3,17.5,4.4,1.3,10.7,13,12.9,8,13.2,12.8
"14-077","U/N Reef",-14.3,1.1,2.7,3.8,0.8,0,0.6,0.8,1.1,1.8,0.3,0.1,0,0,0.6,0,0,0,5.5,0.5,0.3,1.2,9.3,1.6,12.2,2.8,3.7,1.5,4.1,8.7,5.4,6.2,2.2,4.1,0.6,4.3,15.3,17.5,4.4,1.3,10.7,13,12.9,8,13.2,12.8
"14-078","U/N Reef",-14.3,1.1,2.7,3.8,0.8,0,0.6,0.8,1.1,1.8,0.3,0.1,0,0,0.6,0,0,0,5.5,0.5,0.3,1.2,9.3,1.6,12.2,2.8,3.7,1.5,4.1,8.7,5.4,6.2,2.2,4.1,0.6,4.3,15.3,17.5,4.4,1.3,10.7,13,12.9,8,13.2,12.8
"14-079","Jewell Reef",-14.4,1.4,3.4,3.8,0.9,0.1,0.7,1.2,1.1,1.8,0.1,0.3,0,0,0.6,0,0,0,5.8,0.3,0.2,1.2,9,1.6,13.1,4.1,4.1,1.6,3.9,8.8,5.7,6.3,2,4,0.7,4.5,15.4,18.2,4.3,1.9,10.7,12.6,13.1,7.9,13.6,13.4
"14-080","U/N Reef",-14.4,1.2,2.5,4.2,0.3,0,0.9,0.6,1.2,1.5,0.3,0.1,0,0,0.3,0,0,0,6.8,1.1,0.2,1.8,11.3,1.9,12.8,4.4,3.6,1.4,2.9,6.7,3.8,5.1,1.1,3.2,0.4,3.3,13.6,17.5,3.7,1.6,9.1,10.8,10.9,6.2,11.2,11.1
"14-081","U/N Reef",-14.4,1.7,3.2,5.3,0.1,0,1.1,0.8,1.5,1.8,0.1,0.1,0,0,0.3,0,0,0,7.2,0.8,0,2,11.6,1.7,14.7,5.8,4.7,1.4,2.9,6.7,4.7,5.1,1.3,3,0.8,4.2,13.9,18.7,3.9,2.8,10.1,11.1,11.3,6.4,12,13.3
"14-082","Crescent Reef",-14.4,1.6,3.2,5.2,0.2,0,1.1,0.8,1.5,1.8,0.2,0.1,0,0,0.3,0,0,0,7.2,0.8,0,2,11.6,1.7,14.6,5.7,4.6,1.4,2.9,6.7,4.6,5.1,1.3,3,0.8,4.1,13.9,18.6,3.9,2.7,10,11.1,11.3,6.3,11.9,13.2
"14-083","Parke Reef",-14.4,1.7,3.8,4.5,0.6,0.1,0.9,1.4,1.1,1.8,0,0.4,0,0,0.5,0,0,0,6.6,0.3,0,1.5,9.8,1.7,14.1,5.4,4.6,1.5,3.6,8.5,6,6.2,1.8,3.8,0.8,4.5,15.4,18.8,4.1,2.7,10.2,12.3,13.1,7.4,13.4,13.7
"14-084","U/N Reef",-14.4,1.7,3.2,5.3,0.1,0,1.1,0.8,1.5,1.8,0.1,0.1,0,0,0.3,0,0,0,7.2,0.8,0,2,11.6,1.7,14.7,5.8,4.7,1.4,2.9,6.7,4.7,5.1,1.3,3,0.8,4.2,13.9,18.7,3.9,2.8,10.1,11.1,11.3,6.4,12,13.3
"14-085","Hilder Reef",-14.4,1.7,4,2.8,1.7,0,0.4,1.5,1.1,1.7,0,0.5,0,0,0.6,0,0,0,4.9,0,0.1,0.6,7,1.5,13,4.3,4.2,1.8,4.3,9.7,5.8,6.4,1.6,4.1,0.8,5,15.9,18.4,4.6,1.6,11.8,12.4,13.8,8.4,14.8,14.2
"14-086","Hicks Reef",-14.5,1.7,4,2.8,1.7,0,0.4,1.5,1.1,1.7,0,0.5,0,0,0.6,0,0,0,4.9,0,0.1,0.6,7,1.5,13,4.3,4.2,1.8,4.3,9.7,5.8,6.4,1.6,4.1,0.8,5,15.9,18.4,4.6,1.6,11.8,12.4,13.8,8.4,14.8,14.2
"14-087","Snake Reef",-14.5,1.7,3.2,5.3,0.1,0,1.1,0.8,1.5,1.8,0.1,0.1,0,0,0.3,0,0,0,7.2,0.8,0,2,11.6,1.7,14.7,5.8,4.7,1.4,2.9,6.7,4.7,5.1,1.3,3,0.8,4.2,13.9,18.7,3.9,2.8,10.1,11.1,11.3,6.4,12,13.3
"14-088","Waining Reef",-14.5,1.7,3.8,4.5,0.6,0.1,0.9,1.4,1.2,1.8,0,0.4,0,0,0.5,0,0,0,6.6,0.3,0,1.5,9.8,1.7,14.1,5.4,4.6,1.5,3.6,8.5,6,6.2,1.8,3.8,0.8,4.5,15.4,18.8,4.1,2.7,10.2,12.2,13.1,7.4,13.4,13.7
"14-089","Day Reef",-14.5,1.7,4,2.8,1.7,0,0.4,1.5,1.1,1.7,0,0.5,0,0,0.6,0,0,0,4.9,0,0.1,0.6,7,1.5,13,4.3,4.2,1.8,4.3,9.7,5.8,6.4,1.6,4.1,0.8,5,15.9,18.4,4.6,1.6,11.8,12.4,13.8,8.4,14.8,14.2
"14-090","Howick Reef",-14.5,1.7,3.2,5.3,0.1,0,1.1,0.8,1.5,1.8,0.1,0.1,0,0,0.3,0,0,0,7.2,0.8,0,2,11.6,1.7,14.7,5.8,4.7,1.4,2.9,6.7,4.7,5.1,1.3,3,0.8,4.2,13.9,18.7,3.9,2.8,10.1,11.1,11.3,6.4,12,13.3
"14-091","Noble Reef",-14.5,1.7,3,5.6,0,0.1,1.2,0.4,1.6,1.7,0.3,0,0,0,0,0,0,0,7.6,1.2,0,2.2,12.5,1.5,14.7,6.2,4.2,1.3,2.1,5.3,3.3,3.9,1,2.8,0.5,3.7,12.1,18.1,3.7,2.7,11.5,10.2,8.4,6.1,11.2,13.5
"14-092","Newton Reef",-14.5,1.7,3.2,5.3,0.1,0,1.1,0.8,1.5,1.8,0.1,0.1,0,0,0.3,0,0,0,7.2,0.8,0,2,11.6,1.7,14.7,5.8,4.7,1.4,2.9,6.7,4.7,5.1,1.3,3,0.8,4.2,13.9,18.7,3.9,2.8,10.1,11.1,11.3,6.4,12,13.3
"14-093","Sand Reef",-14.5,1.7,3,5.6,0,0.1,1.2,0.4,1.6,1.7,0.3,0,0,0,0,0,0,0,7.6,1.2,0,2.2,12.5,1.5,14.7,6.2,4.2,1.3,2.1,5.3,3.3,3.9,1,2.8,0.5,3.7,12.1,18.1,3.7,2.7,11.5,10.2,8.4,6.1,11.2,13.5
"14-094","Houghton Reef",-14.5,1.7,3.2,5.3,0.1,0,1.1,0.8,1.5,1.8,0.1,0.1,0,0,0.3,0,0,0,7.2,0.8,0,2,11.6,1.7,14.7,5.8,4.7,1.4,2.9,6.7,4.7,5.1,1.3,3,0.8,4.2,13.9,18.7,3.9,2.8,10.1,11.1,11.3,6.4,12,13.3
"14-096","U/N Reef",-14.5,1.7,3,5.6,0,0.1,1.2,0.4,1.6,1.7,0.3,0,0,0,0,0,0,0,7.6,1.2,0,2.2,12.5,1.5,14.7,6.2,4.2,1.3,2.1,5.3,3.3,3.9,1,2.8,0.5,3.7,12.1,18.1,3.7,2.7,11.5,10.2,8.4,6.1,11.2,13.5
"14-097","Coquet Reef",-14.5,1.7,3.2,5.3,0.1,0,1.1,0.8,1.5,1.8,0.1,0.1,0,0,0.3,0,0,0,7.2,0.8,0,2,11.6,1.7,14.7,5.8,4.7,1.4,2.9,6.7,4.7,5.1,1.3,3,0.8,4.2,13.9,18.7,3.9,2.8,10.1,11.1,11.3,6.4,12,13.3
"14-098","Miles Reef (South)",-14.5,1.7,3.2,5.3,0.1,0,1.1,0.8,1.5,1.8,0.1,0.1,0,0,0.3,0,0,0,7.2,0.8,0,2,11.6,1.7,14.7,5.8,4.7,1.4,2.9,6.7,4.7,5.1,1.3,3,0.8,4.2,13.9,18.7,3.9,2.8,10.1,11.1,11.3,6.4,12,13.3
"14-099","Leggatt Reef",-14.5,1.7,3,5.6,0,0.1,1.2,0.4,1.6,1.7,0.3,0,0,0,0,0,0,0,7.6,1.2,0,2.2,12.5,1.5,14.7,6.2,4.2,1.3,2.1,5.3,3.3,3.9,1,2.8,0.5,3.7,12.1,18.1,3.7,2.7,11.5,10.2,8.4,6.1,11.2,13.5
"14-100","U/N Reef",-14.6,1.7,3,5.6,0,0.1,1.2,0.4,1.6,1.7,0.3,0,0,0,0,0,0,0,7.6,1.2,0,2.2,12.5,1.5,14.7,6.2,4.2,1.3,2.1,5.3,3.3,3.9,1,2.8,0.5,3.7,12.1,18.1,3.7,2.7,11.5,10.2,8.4,6.1,11.2,13.5
"14-101","Sinclair-Morris Reef",-14.6,1.7,3.2,5.3,0.1,0,1.1,0.8,1.5,1.8,0.1,0.1,0,0,0.3,0,0,0,7.2,0.8,0,2,11.6,1.7,14.7,5.8,4.7,1.4,2.9,6.7,4.7,5.1,1.3,3,0.8,4.2,13.9,18.7,3.9,2.8,10.1,11.1,11.3,6.4,12,13.3
"14-102","Hampton Reef",-14.6,1.7,3.2,5.3,0.1,0,1.1,0.8,1.5,1.8,0.1,0.1,0,0,0.3,0,0,0,7.2,0.8,0,2,11.6,1.7,14.7,5.8,4.7,1.4,2.9,6.7,4.7,5.1,1.3,3,0.8,4.2,13.9,18.7,3.9,2.8,10.1,11.1,11.3,6.4,12,13.3
"14-103","Beatrice Reef",-14.6,1.7,3.2,5.3,0.1,0,1.1,0.8,1.5,1.8,0.1,0.1,0,0,0.3,0,0,0,7.2,0.8,0,2,11.6,1.7,14.7,5.8,4.7,1.4,2.9,6.7,4.7,5.1,1.3,3,0.8,4.2,13.9,18.7,3.9,2.8,10.1,11.1,11.3,6.4,12,13.3
"14-104","Murdoch Reef",-14.6,1.7,3.3,5.3,0.2,0,1.1,0.8,1.5,1.8,0.1,0.2,0,0,0.3,0,0,0,7.3,0.8,0,2,11.5,1.7,14.9,6,4.9,1.4,3,7,4.9,5.3,1.4,3.2,0.8,4.3,14.3,18.9,4.3,3.1,10.7,11.3,12,6.8,12.5,13.8
"14-105","U/N Reef",-14.6,1.9,3.9,5.4,0.2,0.2,1.3,1.1,1.4,1.8,0.1,0.2,0,0,0.3,0,0,0,7.4,0.6,0,2,11.3,1.7,15.6,6.6,5.7,1.5,3.7,8.4,6.1,6.6,2.2,4.2,1,5.1,16.2,20,6,4.7,14.1,12.4,15.4,9.3,15.2,15.8
"14-106","Rocky Ledges",-14.7,2,4.3,5.5,0.3,0.3,1.4,1.3,1.3,1.8,0,0.3,0,0,0.3,0,0,0,7.5,0.4,0,2,11.1,1.7,16.1,7.1,6.3,1.5,4.1,9.4,6.9,7.5,2.8,4.8,1.1,5.6,17.5,20.8,7.1,5.7,16.3,13.1,17.8,11,16.9,17.3
"14-107","U/N Reef",-14.7,2,4.3,5.5,0.3,0.3,1.4,1.3,1.3,1.8,0,0.3,0,0,0.3,0,0,0,7.5,0.4,0,2,11.1,1.7,16.1,7.1,6.3,1.5,4.1,9.4,6.9,7.5,2.8,4.8,1.1,5.6,17.5,20.8,7.1,5.7,16.3,13.1,17.8,11,16.9,17.3
"14-108","U/N Reef",-14.7,2,4.3,5.5,0.3,0.3,1.4,1.3,1.3,1.8,0,0.3,0,0,0.3,0,0,0,7.5,0.4,0,2,11.1,1.7,16.1,7.1,6.3,1.5,4.1,9.4,6.9,7.5,2.8,4.8,1.1,5.6,17.5,20.8,7.1,5.7,16.3,13.1,17.8,11,16.9,17.3
"14-109","Fly Reef",-14.5,1.7,3.8,4.5,0.6,0.1,0.9,1.4,1.1,1.8,0,0.4,0,0,0.5,0,0,0,6.6,0.3,0,1.5,9.8,1.7,14.1,5.4,4.6,1.5,3.6,8.5,6,6.2,1.8,3.8,0.8,4.5,15.4,18.8,4.1,2.7,10.2,12.3,13.1,7.4,13.4,13.7
"14-110","Underwood Shoal",-14.6,1.7,4,2.8,1.7,0,0.4,1.5,1.1,1.7,0,0.5,0,0,0.6,0,0,0,4.9,0,0.1,0.6,7,1.5,13,4.3,4.2,1.8,4.3,9.7,5.8,6.4,1.6,4.1,0.8,5,15.9,18.4,4.6,1.6,11.8,12.4,13.8,8.4,14.8,14.2
"14-111","Covered Reef",-14.7,2.1,4.7,4.4,1.2,0.1,0.9,1.7,1.1,1.4,0,0.5,0,0,0.3,0,0,0,7,0,0.1,1.7,9.8,1.6,15.6,6.9,5.6,1.5,3.8,9.5,6.6,6.5,2.1,4,1.1,5.2,16.5,20.1,5.9,4.3,13.9,12.1,16.7,9.4,16.3,16.6
"14-112","Stewart Shoal",-14.6,1.7,4,2.8,1.7,0,0.4,1.5,1.1,1.7,0,0.5,0,0,0.6,0,0,0,4.9,0,0.1,0.6,7,1.5,13,4.3,4.2,1.8,4.3,9.7,5.8,6.4,1.6,4.1,0.8,5,15.9,18.4,4.6,1.6,11.8,12.4,13.8,8.4,14.8,14.2
"14-113","Petricola Shoal",-14.6,2.1,5.1,2.5,1.4,0,0.6,1.7,0.9,1.2,0,0.7,0,0,0.5,0,0,0,5.9,0,0.3,0.8,7.4,1.4,14.6,6,4.6,1.7,3.9,9.2,6.3,4.9,1.7,3.4,0.8,4.8,15.8,18.8,4.8,2.8,12.1,10.7,14,7.3,14.6,14.7
"14-114","MacGillivray Reef",-14.7,2.1,5.1,2.5,1.4,0,0.6,1.7,0.9,1.2,0,0.7,0,0,0.5,0,0,0,5.9,0,0.3,0.8,7.4,1.4,14.6,6,4.6,1.7,3.9,9.2,6.3,4.9,1.7,3.4,0.8,4.8,15.8,18.8,4.8,2.8,12.1,10.7,14,7.3,14.6,14.7
"14-115","Nymph Reef",-14.7,2.1,4.7,4.4,1.2,0.1,0.9,1.7,1.1,1.4,0,0.5,0,0,0.3,0,0,0,7,0,0.1,1.7,9.8,1.6,15.6,6.9,5.6,1.5,3.8,9.5,6.6,6.5,2.1,4,1.1,5.2,16.5,20.1,5.9,4.3,13.9,12.1,16.7,9.4,16.3,16.6
"14-116","Lizard Island Reef",-14.7,2.1,5.1,2.5,1.4,0,0.6,1.7,0.9,1.2,0,0.7,0,0,0.5,0,0,0,5.9,0,0.3,0.8,7.4,1.4,14.6,6,4.6,1.7,3.9,9.2,6.3,4.9,1.7,3.4,0.8,4.8,15.8,18.8,4.8,2.8,12.1,10.7,14,7.3,14.6,14.7
"14-117","Gunga Shoal",-14.7,2.1,4.7,4.4,1.2,0.1,0.9,1.7,1.1,1.4,0,0.5,0,0,0.3,0,0,0,7,0,0.1,1.7,9.8,1.6,15.6,6.9,5.6,1.5,3.8,9.5,6.6,6.5,2.1,4,1.1,5.2,16.5,20.1,5.9,4.3,13.9,12.1,16.7,9.4,16.3,16.6
"14-118","Eyrie Reef",-14.7,2.1,5,3.1,1.3,0,0.7,1.7,1,1.3,0,0.6,0,0,0.4,0,0,0,6.3,0,0.3,1.1,8.1,1.5,14.9,6.2,4.9,1.6,3.9,9.3,6.4,5.4,1.8,3.6,0.9,4.9,16,19.2,5.2,3.2,12.7,11.2,14.9,8,15.1,15.3
"14-119","Turtle Reef (North)",-14.7,2.1,4.7,4.4,1.2,0.1,0.9,1.7,1.1,1.4,0,0.5,0,0,0.3,0,0,0,7,0,0.1,1.7,9.8,1.6,15.6,6.9,5.6,1.5,3.8,9.5,6.6,6.5,2.1,4,1.1,5.2,16.5,20.1,5.9,4.3,13.9,12.1,16.7,9.4,16.3,16.6
"14-120","Turtle Group Reef (No 2)",-14.7,2.1,4.7,4.4,1.2,0.1,0.9,1.7,1.1,1.4,0,0.5,0,0,0.3,0,0,0,7,0,0.1,1.7,9.8,1.6,15.6,6.9,5.6,1.5,3.8,9.5,6.6,6.5,2.1,4,1.1,5.2,16.5,20.1,5.9,4.3,13.9,12.1,16.7,9.4,16.3,16.6
"14-121","Crompton Shoals",-14.7,2.1,4.7,4.4,1.2,0.1,0.9,1.7,1.1,1.4,0,0.5,0,0,0.3,0,0,0,7,0,0.1,1.7,9.8,1.6,15.6,6.9,5.6,1.5,3.8,9.5,6.6,6.5,2.1,4,1.1,5.2,16.5,20.1,5.9,4.3,13.9,12.1,16.7,9.4,16.3,16.6
"14-122","Pethebridge Islets Reef (West)",-14.7,2,4.3,5.5,0.3,0.3,1.4,1.3,1.3,1.8,0,0.3,0,0,0.3,0,0,0,7.5,0.4,0,2,11.1,1.7,16.1,7.1,6.3,1.5,4.1,9.4,6.9,7.5,2.8,4.8,1.1,5.6,17.5,20.8,7.1,5.7,16.3,13.1,17.8,11,16.9,17.3
"14-123","Martin Reef",-14.8,2.1,4.7,4.4,1.2,0.1,0.9,1.7,1.1,1.4,0,0.5,0,0,0.3,0,0,0,7,0,0.1,1.7,9.8,1.6,15.6,6.8,5.6,1.5,3.8,9.5,6.6,6.5,2.1,4,1,5.2,16.5,20.1,5.9,4.2,13.9,12.1,16.7,9.4,16.2,16.6
"14-124","U/N Reef",-14.8,2,4.3,5.5,0.3,0.3,1.4,1.3,1.3,1.8,0,0.3,0,0,0.3,0,0,0,7.5,0.4,0,2,11.1,1.7,16.1,7.1,6.3,1.5,4.1,9.4,6.9,7.5,2.8,4.8,1.1,5.6,17.5,20.8,7.1,5.7,16.3,13.1,17.8,11,16.9,17.3
"14-125","Maxwell Reef",-14.8,2.1,4.7,4.4,1.2,0.1,0.9,1.7,1.1,1.4,0,0.5,0,0,0.3,0,0,0,7,0,0.1,1.7,9.8,1.6,15.6,6.9,5.6,1.5,3.8,9.5,6.6,6.5,2.1,4,1.1,5.2,16.5,20.1,5.9,4.3,13.9,12.1,16.7,9.4,16.3,16.6
"14-126","Linnet Reef",-14.8,2.1,4.7,4.4,1.2,0.1,0.9,1.7,1.1,1.4,0,0.5,0,0,0.3,0,0,0,7,0,0.1,1.7,9.8,1.6,15.6,6.9,5.6,1.5,3.8,9.5,6.6,6.5,2.1,4,1.1,5.2,16.5,20.1,5.9,4.3,13.9,12.1,16.7,9.4,16.3,16.6
"14-127","U/N Reef",-14.8,2.1,4.7,4.4,1.2,0.1,0.9,1.7,1.1,1.4,0,0.5,0,0,0.3,0,0,0,7,0,0.1,1.7,9.8,1.6,15.6,6.9,5.6,1.5,3.8,9.5,6.6,6.5,2.1,4,1.1,5.2,16.5,20.1,5.9,4.3,13.9,12.1,16.7,9.4,16.3,16.6
"14-128","Sim Reef",-14.8,2.1,4.7,4.4,1.2,0.1,0.9,1.7,1.1,1.4,0,0.5,0,0,0.3,0,0,0,7,0,0.1,1.7,9.8,1.6,15.6,6.9,5.6,1.5,3.8,9.5,6.6,6.5,2.1,4,1.1,5.2,16.5,20.1,5.9,4.3,13.9,12.1,16.7,9.4,16.3,16.6
"14-129","U/N Reef",-14.8,2.1,4.7,4.4,1.2,0.1,0.9,1.7,1.1,1.4,0,0.5,0,0,0.3,0,0,0,7,0,0.1,1.7,9.8,1.6,15.6,6.9,5.6,1.5,3.8,9.5,6.6,6.5,2.1,4,1.1,5.2,16.5,20.1,5.9,4.3,13.9,12.1,16.7,9.4,16.3,16.6
"14-131","Decapolis Reef",-14.9,2.1,4.7,4.4,1.2,0.1,0.9,1.7,1.1,1.4,0,0.5,0,0,0.3,0,0,0,7,0,0.1,1.7,9.8,1.6,15.6,6.9,5.6,1.5,3.8,9.5,6.6,6.5,2.1,4,1.1,5.2,16.5,20.1,5.9,4.3,13.9,12.1,16.7,9.4,16.3,16.6
"14-132","U/N Reef",-14.9,2.1,5.1,2.4,1.4,0,0.6,1.7,0.9,1.2,0,0.7,0,0,0.4,0,0,0,5.9,0,0.3,0.8,7.4,1.4,14.6,6,4.4,1.7,3.8,9.1,6.3,4.7,1.6,3.3,0.8,4.7,15.7,18.8,4.7,2.7,12,10.5,14,7.2,14.5,14.6
"14-133","U/N Reef",-14.9,2.2,5.6,2.2,1.6,0,0.6,1.7,0.8,1,0,0.7,0,0,0.3,0,0,0,5.9,0,0.5,0.8,7.5,1.2,14.6,6.1,2.5,1.6,3.1,7.6,5.9,2.8,0.5,2.8,0.7,4,14.7,17.9,3,2.5,11.5,7.6,13.1,5.3,13.7,13
"14-134","Eye Reef",-14.9,2.2,5.6,2.2,1.6,0,0.6,1.7,0.8,1,0,0.7,0,0,0.3,0,0,0,5.9,0,0.5,0.8,7.5,1.2,14.6,6.1,2.5,1.6,3.1,7.6,5.9,2.8,0.5,2.8,0.7,4,14.7,17.9,3,2.5,11.5,7.6,13.1,5.3,13.7,13
"14-135","Helsdon Reef",-14.9,2.2,5.6,2.2,1.6,0,0.6,1.7,0.8,1,0,0.7,0,0,0.3,0,0,0,5.9,0,0.5,0.8,7.5,1.2,14.6,6.1,2.5,1.6,3.1,7.6,5.9,2.8,0.5,2.8,0.7,4,14.7,17.9,3,2.5,11.5,7.6,13.1,5.3,13.7,13
"14-137","Carter Reef",-14.5,1.7,4,2.8,1.7,0,0.4,1.5,1.1,1.7,0,0.5,0,0,0.6,0,0,0,4.9,0,0.1,0.6,7,1.5,13,4.3,4.2,1.8,4.3,9.7,5.8,6.4,1.6,4.1,0.8,5,15.9,18.4,4.6,1.6,11.8,12.4,13.8,8.4,14.8,14.2
"14-138","Yonge Reef",-14.6,1.6,3.9,2.1,1.6,0,0.3,1.4,1.1,1.7,0.1,0.5,0,0,0.6,0,0,0,4.8,0,0.3,0.4,6.5,1.3,12.5,3.7,3.5,1.8,4.2,9.5,5.9,6.3,2,4,0.8,5.5,16.1,18,4.5,1.4,12.3,12.4,13.4,8.5,14.9,14.4
"14-139","No Name Reef",-14.6,2,4.7,1.1,1.1,0,0.3,1.5,0.9,1.2,0.3,0.8,0,0,0.5,0.3,0,0,4.8,0,0.5,0.6,6.8,1.1,12.6,4.9,2.1,1.7,3.9,8.7,6.2,5.1,1.1,3.1,0.8,5.2,15.4,17.6,3.4,1.2,12.4,9.2,11,6.2,14.1,13.6
"14-140","U/N Reef",-14.7,2,4.7,1.1,1.1,0,0.3,1.5,0.9,1.2,0.3,0.8,0,0,0.5,0.3,0,0,4.8,0,0.5,0.6,6.8,1.1,12.6,4.9,2.1,1.7,3.9,8.7,6.2,5.1,1.1,3.1,0.8,5.2,15.4,17.6,3.4,1.2,12.4,9.2,11,6.2,14.1,13.6
"14-141","U/N Reef",-14.7,2.1,5.1,2.5,1.4,0,0.6,1.7,0.9,1.2,0,0.7,0,0,0.5,0,0,0,5.9,0,0.3,0.8,7.4,1.4,14.6,6,4.6,1.7,3.9,9.2,6.3,4.9,1.7,3.4,0.8,4.8,15.8,18.8,4.8,2.8,12.1,10.7,14,7.3,14.6,14.7
"14-142","U/N Reef",-14.7,2.1,5.1,2.5,1.4,0,0.6,1.7,0.9,1.2,0,0.7,0,0,0.5,0,0,0,5.9,0,0.3,0.8,7.4,1.4,14.6,6,4.6,1.7,3.9,9.2,6.3,4.9,1.7,3.4,0.8,4.8,15.8,18.8,4.8,2.8,12.1,10.7,14,7.3,14.6,14.7
"14-143","North Direction Reef",-14.7,2.1,5.1,2.5,1.4,0,0.6,1.7,0.9,1.2,0,0.7,0,0,0.5,0,0,0,5.9,0,0.3,0.8,7.4,1.4,14.6,6,4.6,1.7,3.9,9.2,6.3,4.9,1.7,3.4,0.8,4.8,15.8,18.8,4.8,2.8,12.1,10.7,14,7.3,14.6,14.7
